stock_code,stock_market,ipo_date,delisting_date,is_active,created_at,updated_at
145990,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
145995,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
272550,KOSDAQ,2017-11-29,,True,2025-08-08,2025-08-08
248170,KOSDAQ,2016-08-09,,True,2025-08-08,2025-08-08
200880,KOSDAQ,2014-08-08,,True,2025-08-08,2025-08-08
136490,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
306200,KOSDAQ,2018-10-05,,True,2025-08-08,2025-08-08
336370,KOSDAQ,2019-10-18,,True,2025-08-08,2025-08-08
248070,KOSDAQ,2021-02-02,,True,2025-08-08,2025-08-08
126720,KOSDAQ,2022-08-01,,True,2025-08-08,2025-08-08
204210,KOSDAQ,2016-09-22,,True,2025-08-08,2025-08-08
134790,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
462870,KOSDAQ,2024-07-11,,True,2025-08-08,2025-08-08
481850,KOSDAQ,2024-07-01,,True,2025-08-08,2025-08-08
404990,KOSDAQ,2021-12-10,,True,2025-08-08,2025-08-08
293940,KOSDAQ,2018-08-08,,True,2025-08-08,2025-08-08
102280,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
403550,KOSDAQ,2022-08-22,,True,2025-08-08,2025-08-08
112610,KOSDAQ,2014-11-27,,True,2025-08-08,2025-08-08
480370,KOSDAQ,2025-03-17,,True,2025-08-08,2025-08-08
308170,KOSDAQ,2019-11-25,,True,2025-08-08,2025-08-08
183190,KOSDAQ,2013-11-06,,True,2025-08-08,2025-08-08
267850,KOSDAQ,2018-11-23,,True,2025-08-08,2025-08-08
122900,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
139990,KOSDAQ,2021-08-20,,True,2025-08-08,2025-08-08
161000,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
137310,KOSDAQ,2021-07-16,,True,2025-08-08,2025-08-08
298690,KOSDAQ,2018-12-27,,True,2025-08-08,2025-08-08
140910,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
244920,KOSDAQ,2020-11-20,,True,2025-08-08,2025-08-08
278470,KOSDAQ,2024-02-27,,True,2025-08-08,2025-08-08
450080,KOSDAQ,2023-11-17,,True,2025-08-08,2025-08-08
900140,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
484870,KOSDAQ,2024-12-16,,True,2025-08-08,2025-08-08
111770,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
271560,KOSDAQ,2017-07-07,,True,2025-08-08,2025-08-08
316140,KOSDAQ,2019-02-13,,True,2025-08-08,2025-08-08
105840,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
446070,KOSDAQ,2022-11-28,,True,2025-08-08,2025-08-08
214320,KOSDAQ,2015-07-17,,True,2025-08-08,2025-08-08
139480,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
457190,KOSDAQ,2023-05-31,,True,2025-08-08,2025-08-08
102460,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
350520,KOSDAQ,2020-08-05,,True,2025-08-08,2025-08-08
334890,KOSDAQ,2020-07-16,,True,2025-08-08,2025-08-08
101140,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
129260,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
249420,KOSDAQ,2016-08-31,,True,2025-08-08,2025-08-08
103590,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
271940,KOSDAQ,2021-09-01,,True,2025-08-08,2025-08-08
226320,KOSDAQ,2015-12-28,,True,2025-08-08,2025-08-08
317400,KOSDAQ,2019-11-06,,True,2025-08-08,2025-08-08
348950,KOSDAQ,2020-08-07,,True,2025-08-08,2025-08-08
194370,KOSDAQ,2016-02-04,,True,2025-08-08,2025-08-08
271980,KOSDAQ,2017-07-17,,True,2025-08-08,2025-08-08
462520,KOSDAQ,2023-07-28,,True,2025-08-08,2025-08-08
120030,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
185750,KOSDAQ,2013-12-06,,True,2025-08-08,2025-08-08
109070,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
100250,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
272450,KOSDAQ,2017-12-08,,True,2025-08-08,2025-08-08
323410,KOSDAQ,2021-08-06,,True,2025-08-08,2025-08-08
377300,KOSDAQ,2021-11-03,,True,2025-08-08,2025-08-08
281820,KOSDAQ,2017-12-05,,True,2025-08-08,2025-08-08
381970,KOSDAQ,2021-10-13,,True,2025-08-08,2025-08-08
145270,KOSDAQ,2013-05-23,,True,2025-08-08,2025-08-08
417310,KOSDAQ,2022-03-28,,True,2025-08-08,2025-08-08
